longitude,latitude,housing_median_age,house_age_category,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-122.4,37.72,47,NEW,1465,306,1119,315,4.2672,219400
-120.47,34.98,6,NEW,5762,1115,2551,919,3.0723,137300
-121.14,37.48,6,NEW,1772,332,1011,331,3.7045,128100
-119.34,36.62,26,NEW,1922,339,1148,332,2.6058,92200
-117.66,34.08,36,NEW,1485,236,623,261,3.3036,141000
-116.84,33.08,15,NEW,2755,519,1474,460,4.0408,225900
-118.29,34.05,11,NEW,677,370,1143,341,2.3864,350000
-119.98,38.94,23,NEW,1564,298,339,147,4.0417,99300
-118.1,33.91,35,NEW,1653,325,1072,301,3.2708,159700
-120.07,36.96,42,NEW,963,216,471,211,2.2898,66100
-119.11,35.39,22,NEW,984,176,451,170,3.25,88900
-117.72,34.1,46,NEW,2477,458,1034,455,5.5,289700
-117.9,33.65,30,NEW,2196,486,1131,460,4.4135,272300
-121.98,37.29,31,NEW,2750,664,1459,660,3.2287,264900
-122.03,36.96,32,NEW,2182,406,1122,370,3.52,284200
-117.42,34.08,21,NEW,4460,930,2657,839,2.7569,127500
-117.66,34.11,19,NEW,3445,661,1635,580,5.0681,230500
-119.29,34.24,27,NEW,4742,775,1682,696,6.194,500001
-117.02,32.71,20,NEW,4050,745,2870,761,3.7366,121800
-122.85,38.62,16,NEW,4418,704,1908,697,4.5913,244600
-118.33,33.91,35,NEW,1092,302,962,297,3.5903,183300
-118.4,34.02,40,NEW,593,137,371,132,4.6932,332800
-118.38,33.84,26,NEW,2869,567,1157,538,6.0382,355300
-118.05,34.11,42,NEW,3677,627,1779,622,5.1509,426500
-117.43,33.93,36,NEW,2386,396,1176,374,4.5122,113300
-118.1,34.16,44,NEW,2795,496,1235,469,4.2386,283700
-122.53,37.86,38,NEW,1183,196,628,205,3.75,478600
-118.3,33.97,42,NEW,944,200,567,190,2.6311,124100
-118.2,33.89,37,NEW,2394,568,2499,551,2.5321,105100
-118.02,34.15,44,NEW,2419,437,1045,432,3.875,280800
-121.53,39.52,30,NEW,1030,161,448,159,2.4821,73800
-117.92,33.9,13,NEW,1814,320,1010,313,6.3489,337900
-118.37,34.21,33,NEW,2034,470,1990,423,3.7455,159600
-118.04,33.85,18,NEW,3628,546,1922,544,7.5057,328500
-118.46,33.98,19,NEW,2520,726,964,663,3.8068,500001
-118.05,33.9,36,NEW,1047,227,975,239,3.1897,155000
-122.95,40.71,26,NEW,2231,421,987,364,2.4792,88800
-122,37.3,28,NEW,5096,1011,2588,954,5.357,355200
-121.86,37.4,21,NEW,1386,260,946,257,6.5226,258500
-119.25,36.56,35,NEW,1675,373,1131,316,1.6722,59100
-118.21,34.56,12,NEW,2472,408,1048,380,4.7097,262100
-118.26,34.02,39,NEW,698,232,1046,228,2.2356,119500
-117.28,34.15,32,NEW,2170,430,815,401,3.1765,135000
-122.44,37.66,21,NEW,5108,1510,3288,1405,3.1927,252600
-118.99,35.39,36,NEW,1438,348,1054,341,1.8319,55400
-117.14,34.06,15,NEW,3057,510,1154,460,3.9741,141100
-122.15,37.41,15,NEW,2577,360,979,364,10.476,500001
-121.2,38.67,26,NEW,1546,287,773,299,2.9803,115400
-122.15,37.47,37,NEW,1844,382,1634,417,2.7993,145500
-118.34,33.95,25,NEW,3762,1281,4015,1178,2.1587,143800
-118.25,34.08,44,NEW,1425,438,1121,374,2.1108,200000
-119.58,36.1,21,NEW,1382,327,1469,355,1.3967,46500
-121.31,38.71,18,NEW,3998,744,2071,660,4.3836,102000
-118.42,34.12,27,NEW,2089,303,654,270,12.3767,500001
-117.18,34.06,52,OLD,954,233,533,239,1.3021,100000
-115.9,32.69,18,NEW,414,86,98,54,1.5417,57500
-118.36,33.98,46,NEW,1425,283,782,273,5.057,246300
-122.5,37.6,35,NEW,2197,369,971,326,4.25,241700
-121.5,36.81,20,NEW,1345,230,731,217,4.2333,363300
-118.19,33.82,11,NEW,872,203,422,221,4.6364,156300
-117.3,34.15,40,NEW,961,199,509,182,2.06,85500
-118.42,34.23,34,NEW,1531,278,1064,274,5.6687,207300
-118.12,33.9,38,NEW,1222,282,756,256,4.125,173900
-119.8,36.79,45,NEW,1337,187,471,187,5.187,153800
-119.74,34.35,34,NEW,1664,292,705,257,5,329400
-121.97,37.97,26,NEW,1977,264,817,273,5.7512,240200
-117.07,34.05,14,NEW,5764,1006,1876,841,1.9694,173200
-122.29,37.82,2,NEW,158,43,94,57,2.5625,60000
-116.31,33.65,8,NEW,3079,558,1572,474,4.5938,102600
-118.27,34.01,43,NEW,1235,385,1745,372,2.0817,113300
-122.44,37.76,52,OLD,1968,472,784,430,3.3702,370000
-118.27,34.15,14,NEW,1744,536,1494,531,3.2171,230800
-118.41,34.03,36,NEW,3053,635,1234,577,5.1637,500001
-121.45,38.61,32,NEW,2436,612,1509,618,1.0424,81400
-117.25,32.83,17,NEW,2075,262,704,241,10.9529,500001
-119.8,36.82,24,NEW,5377,1005,2010,982,3.4542,121200
-121.31,38.01,22,NEW,2101,514,1304,511,2.8348,101600
-118.18,34.05,41,NEW,762,147,817,176,3.75,123100
-122.13,37.37,30,NEW,2139,260,742,242,11.806,500001
-119.75,36.78,28,NEW,3257,752,1981,712,2.293,71700
-117.09,32.74,42,NEW,1986,472,1472,475,2.1757,110100
-122.02,37.33,25,NEW,3823,584,1689,571,7.3693,373600
-117.2,32.84,34,NEW,3353,544,1583,571,4.55,187700
-118.14,34.01,46,NEW,1746,447,1296,392,2.3929,156800
-122.43,37.78,29,NEW,1310,364,1009,379,1.3844,177500
-118.1,34.01,29,NEW,2077,564,2087,543,2.66,189200
-118.35,34.1,20,NEW,2745,782,1161,739,3.9044,436400
-118,33.81,33,NEW,2970,547,1869,539,4.3636,201800
-121.46,38.56,52,OLD,1750,372,764,369,2.9191,111800
-118.27,33.87,21,NEW,6108,1130,3244,1113,4.2768,181400
-118.26,33.95,44,NEW,1771,378,1296,399,1.6389,96700
-119.01,35.38,52,OLD,114,26,158,26,1.075,67500
-117.08,32.8,32,NEW,1587,268,635,249,3.375,178100
-122.2,40.26,15,NEW,2102,358,957,371,3.1908,137900
-119.98,38.94,25,NEW,1339,328,503,219,1.9018,109700
-122.53,37.95,22,NEW,7446,1979,2980,1888,3.5838,271300
-118.3,34.05,51,OLD,1005,314,1227,306,2.4297,162500
-121.86,39.75,18,NEW,1651,309,856,293,3.5046,118300
-122.06,37.33,23,NEW,4507,751,2167,722,7.0102,500001
-122.45,38.01,36,NEW,4501,832,2196,800,4.3182,252700
-117.01,32.77,24,NEW,2311,536,1005,525,2.9,185200
-120.87,37.76,16,NEW,1174,249,601,242,1.7143,113300
-121.79,38.54,7,NEW,1777,513,4479,504,1.4653,310000
-117.81,33.82,22,NEW,2898,335,1057,324,10.8111,500001
-117.59,33.66,3,NEW,1206,256,563,287,5.1589,167800
-117.36,34.09,32,NEW,3616,631,2131,593,3.2879,95500
-121.52,39.5,33,NEW,1462,241,569,231,3.2833,82600
-122.27,37.84,52,OLD,1503,298,690,275,2.6033,162900
-122.21,40.2,19,NEW,3404,731,1421,683,2.6149,84400
-117.24,33.18,19,NEW,3337,565,1646,554,5.0195,200200
-122.55,37.98,31,NEW,3807,828,1581,795,3.293,337500
-118.45,34,46,NEW,1777,362,896,334,4.45,348300
-117.88,33.85,34,NEW,1127,185,588,181,4.375,224700
-117.18,32.76,52,OLD,2023,301,649,285,4.7396,441700
-118.3,33.88,29,NEW,850,229,563,204,3.7375,247700
-122.04,38.28,12,NEW,3861,795,2129,806,3.676,135000
-122.43,40.47,16,NEW,3552,704,1801,658,2.1496,97700
-118.38,33.86,24,NEW,3124,560,1312,542,6.3021,333800
-119.57,36.09,6,NEW,2015,413,992,319,2.3889,53200
-117.87,34.12,34,NEW,1004,220,772,217,3.8571,174500
-116.88,32.81,35,NEW,2926,562,1590,506,4.2014,143200
-118.58,34.21,13,NEW,6227,1317,3739,1226,4.0313,299300
-122.04,37.88,32,NEW,3250,550,1230,557,4.6424,312700
-122.44,37.72,52,OLD,1775,347,1102,367,4.3125,267200
-121.81,37.37,26,NEW,2987,539,1931,518,5.1099,213100
-122.5,37.77,52,OLD,2433,454,1070,420,4.125,359500
-121.94,37.94,26,NEW,1299,174,533,180,6.2296,291700
-118.45,34.12,20,NEW,10722,1617,3731,1511,9.7449,500001
-121.7,39.07,26,NEW,2668,510,1437,505,3.3125,100000
-118.1,34.65,33,NEW,873,177,425,142,2.67,187500
-119.02,36.06,41,NEW,2279,538,1908,511,1.3952,43100
-118.06,34.08,42,NEW,1988,402,1239,402,3.2569,201500
-117.66,33.61,17,NEW,3464,519,1713,530,6.0471,248400
-117.4,33.94,30,NEW,1198,251,1019,214,3.0509,82700
-118.19,33.83,30,NEW,2246,552,1032,548,3.5871,347100
-121.55,39.51,50,NEW,1050,288,485,260,1.1607,51700
-121.98,37.14,37,NEW,74,19,63,17,9.5908,350000
-117.06,32.61,24,NEW,4369,1353,3123,1247,2.0571,152300
-118.32,34.04,39,NEW,2965,812,2638,794,2.532,172700
-117.13,32.76,41,NEW,1545,420,747,415,2.375,154400
-122.5,37.76,46,NEW,2226,480,1272,468,4.2644,284100
-120.87,37.62,30,NEW,455,70,220,69,4.8958,142500
-118.24,34.22,41,NEW,2476,506,1271,485,3.4531,263900
-117.69,33.48,25,NEW,3240,481,1462,497,6.1815,288500
-122.2,39.75,18,NEW,2603,576,1616,588,2.0192,63700
-117.08,32.64,43,NEW,1005,230,548,252,1.8672,145800
-117.91,33.82,32,NEW,1408,307,1331,284,3.7014,179600
-122,38.73,31,NEW,371,74,208,84,3.875,137500
-118.29,33.84,33,NEW,896,208,843,200,3.5,183000
-118.13,33.86,45,NEW,1320,256,645,256,4.4,209500
-118.35,33.89,29,NEW,2940,708,2175,684,3.6486,229000
-122.13,40.01,21,NEW,916,194,451,178,2.125,63300
-122.07,37.96,37,NEW,1217,199,552,194,5.0445,196200
-117.26,32.85,30,NEW,3652,499,978,462,8.2374,500001
-117.87,33.74,16,NEW,1243,365,1925,376,2.7632,158900
-121.88,37.44,23,NEW,1310,267,910,261,5.3994,237900
-121.67,36.58,11,NEW,5892,837,2327,812,6.1551,291800
-116.89,33.79,12,NEW,701,130,434,110,2.0577,56700
-122.66,38.47,20,NEW,2806,477,1369,460,4.75,190500
-121.45,38.54,38,NEW,1865,384,1052,354,1.7891,60500
-121,37.66,43,NEW,2369,413,944,422,3.2632,138100
-117.27,32.84,34,NEW,1655,450,870,411,3.2109,376000
-117.87,34.11,23,NEW,4066,819,2105,737,4.6556,199600
-121.44,37.75,16,NEW,2229,458,1199,445,3.4821,170600
-118.13,33.76,44,NEW,2532,621,961,550,3.9352,406900
-118.31,34.26,41,NEW,1297,327,733,315,3.0583,160300
-122,38.37,18,NEW,1048,185,469,162,3.625,125000
-122.27,41.23,40,NEW,1958,386,725,331,2.1898,65500
-120.89,37.52,42,NEW,1200,221,647,192,2.5402,157500
-118.75,34.29,17,NEW,5512,765,2734,814,6.6073,258100
-118.18,34.02,36,NEW,1138,296,1484,320,2.2813,150700
-121.37,38.41,14,NEW,3727,685,1741,646,3.5625,125700
-120.31,37.29,36,NEW,969,206,732,175,1.5938,57600
-117.88,33.73,32,NEW,1947,355,1786,332,4.5726,177500
-117.33,33.98,52,OLD,1417,353,881,300,1.9531,162500
-118.49,34.03,30,NEW,4061,927,1487,865,4.1827,435100
-121.93,38.01,9,NEW,2294,389,1142,365,5.3363,160800
-122.45,37.7,46,NEW,2193,499,1814,489,4.0125,230100
-117.08,32.75,20,NEW,1886,586,1134,525,1.5029,100000
-116.19,33.69,11,NEW,5692,1346,5682,1273,2.5383,74000
-119.73,36.62,35,NEW,2080,365,1026,333,3.5781,92800
-117.12,32.59,28,NEW,2793,706,1825,676,2.6724,144500
-117.63,34.09,8,NEW,3557,890,2251,765,2.6818,114100
-118.26,34.07,40,NEW,680,273,995,249,2.2607,165600
-118.26,33.97,46,NEW,1521,352,1100,334,1.55,100600
-119.84,36.75,34,NEW,1186,300,774,271,1.575,57100
-121.28,38.67,29,NEW,1087,174,430,174,4.3625,158800
-117.35,34.11,34,NEW,2104,388,1578,365,3.0833,88400
-121.32,36.42,20,NEW,1054,269,1219,273,3.0437,76600
-118.35,34.02,34,NEW,3978,1073,2725,1035,1.7622,167900
-119.81,37.67,24,NEW,172,42,79,30,3.8333,93800
-118.15,34.05,33,NEW,3287,649,1783,653,3.8472,293300
-121.22,37.81,17,NEW,2879,542,1802,530,3.6378,126100
-119.72,34.43,30,NEW,2491,656,1091,576,2.5139,279500
-117.85,33.84,17,NEW,2830,502,1370,459,5.1785,247300
-117.2,32.79,31,NEW,3417,533,1245,532,4.7788,276000
-118.63,34.18,33,NEW,5252,760,2041,730,6.7977,389700
-117.49,33.64,3,NEW,8874,1302,3191,1027,6.8588,302000
-118.37,33.84,35,NEW,1792,322,978,326,4.9583,342800
-122.02,38.26,20,NEW,3899,763,2198,779,3.2061,120400
-121.33,38.66,17,NEW,2767,584,1275,568,2.5909,125400
-118.74,36.23,22,NEW,1033,232,442,136,2.6447,137500
-117.89,34.49,12,NEW,3449,598,1502,540,3.7043,150800
-117.41,33.96,24,NEW,4481,901,2398,823,3.864,123400
-118.75,34.42,28,NEW,1000,206,545,154,2.4167,191700
-122.48,37.74,52,OLD,2285,435,1211,442,4.0208,323100
-118.14,34.04,43,NEW,1949,464,1216,457,3.3214,209300
-122.56,37.9,36,NEW,1760,283,562,246,6.7546,402400
-122.09,37.39,43,NEW,2065,535,1029,500,3.7318,327700
-121.8,36.94,29,NEW,2377,476,1669,499,2.8214,190100
-117.83,33.83,13,NEW,3759,489,1496,499,8.3818,377600
-121.68,36.9,13,NEW,833,130,405,127,5.2729,322900
-122.3,37.88,52,OLD,409,97,208,98,1.6971,138800
-121.04,37.67,16,NEW,19,19,166,9,0.536,162500
-118.32,34.09,28,NEW,2173,819,2548,763,1.879,218800
-118.12,33.81,36,NEW,1774,299,784,298,5.0447,249200
-121.81,39.7,21,NEW,5051,1054,2948,980,1.5863,81300
-121.84,36.52,18,NEW,3165,533,1312,434,6.5234,357400
-121.79,37.33,18,NEW,3611,614,2381,642,5.6345,231000
-118.16,34.18,48,NEW,568,145,559,135,2.4135,135700
-119.4,36.59,37,NEW,1486,296,977,290,3.5074,93800
-122.27,37.8,39,NEW,1715,623,1327,467,1.8477,179200
-117.73,33.57,5,NEW,11976,2495,4327,2009,4.8488,194400
-121.28,37.92,30,NEW,1061,230,851,195,2.4412,61600
-119.81,36.77,43,NEW,2341,395,890,375,3.4265,85000
-122.26,37.85,50,NEW,1120,283,697,264,2.125,140000
-117.95,33.93,37,NEW,2633,630,1904,630,2.6123,161300
-120.12,38.12,37,NEW,3355,666,338,136,2.0625,88900
-121.88,37.35,52,OLD,1704,418,1336,411,2.8167,183500
-118.11,33.87,15,NEW,3254,598,1772,618,5.0417,240800
-122.08,37.69,42,NEW,1414,274,629,244,3.3478,184900
-121.68,39.15,14,NEW,2774,451,1292,428,4.3833,115200
-122.16,37.71,36,NEW,666,132,366,134,3.4643,175000
-118.07,34.09,35,NEW,1224,267,887,276,4.0987,202400
-117.69,33.65,16,NEW,5805,852,2356,795,6.1062,274600
-118.35,34.03,49,NEW,2334,530,1334,447,1.89,124000
-122.79,39.02,23,NEW,642,203,265,84,1.8833,96900
-118.14,33.89,33,NEW,2867,786,1774,705,2.9292,183400
-121.89,37.42,26,NEW,40,8,52,7,7.7197,225000
-122.41,37.76,52,OLD,492,139,316,168,3.0865,225000
-118.6,34.16,37,NEW,3441,584,1283,544,4.1656,313100
-118.41,34.02,24,NEW,2610,756,1322,692,3.5022,281300
-117.53,33.97,29,NEW,1430,273,872,283,4.0833,141000
-117.13,32.7,35,NEW,365,98,463,112,2.5588,78800
-117.14,32.9,16,NEW,3217,716,2054,687,4.2234,162100
-118.16,34.11,31,NEW,5715,1154,2639,1079,4.1661,364400
-117.18,32.7,42,NEW,1691,286,761,281,5.1386,404500
-117.97,33.72,24,NEW,2991,500,1437,453,5.4286,273400
-118.25,34.09,52,OLD,104,20,32,17,3.75,241700
-118.14,34.11,52,OLD,3367,545,1427,535,5.2292,444500
-120.01,34.54,30,NEW,2992,609,1288,465,3.9375,292900
-117.41,34.1,5,NEW,4937,1139,2204,812,2.5272,92000
-118.22,34.52,7,NEW,4524,735,2298,717,6.5538,311600
-117.91,33.87,29,NEW,1121,291,762,276,2.5,143800
-117.09,32.76,29,NEW,1650,496,882,445,2.2287,140000
-122.27,37.82,52,OLD,1630,456,1162,400,1.2475,104200
-118.2,34.06,46,NEW,321,101,401,86,2.1029,109400
-118.36,33.9,40,NEW,1271,276,725,234,5.0452,231900
-122,37.86,18,NEW,8953,1074,3011,993,10.7372,500001
-121.36,39.52,15,NEW,2490,527,1229,497,2.3917,85700
-122,38.28,3,NEW,7030,1191,3238,1055,4.962,161700
-117.7,33.68,29,NEW,5650,1084,3985,1056,2.8192,162500
-118.28,34.03,26,NEW,2107,809,2821,572,0.844,350000
-118.25,34.15,13,NEW,1107,479,616,443,0.8185,187500
-122.54,37.93,43,NEW,2998,470,970,430,5.5385,431800
-118.25,34.02,50,NEW,180,89,356,76,2.1944,158300
-122.06,36.98,15,NEW,3385,669,1571,615,4.2254,320900
-122.45,37.77,52,OLD,2339,548,1090,507,3.3679,350000
-118.04,33.85,23,NEW,3132,469,1646,478,5.777,315900
-118.12,34.15,19,NEW,557,216,673,212,2.1763,168800
-118.31,33.94,43,NEW,2104,393,1132,394,3.0682,142000
-118.44,34.16,33,NEW,1616,322,580,311,4.0391,337500
-118.46,34.17,24,NEW,2814,675,1463,620,4.1875,309300
-117.93,34.06,35,NEW,1022,183,628,187,3.9375,187500
-121.81,36.57,13,NEW,3030,413,1027,363,6.9615,500001
-118.42,34,33,NEW,1139,299,734,257,3.2708,325000
-118.33,34.01,44,NEW,1762,463,786,445,1.9231,188500
-118.24,33.93,19,NEW,325,74,354,87,2.75,90600
-116.94,32.81,22,NEW,4266,1010,2766,985,2.8175,135200
-122.6,38.24,16,NEW,2621,416,1247,386,4.8603,198400
-118.21,33.97,52,OLD,4220,908,3731,892,3.1901,167600
-118.73,34.27,25,NEW,3409,493,1699,484,5.653,225800
-122.12,37.37,37,NEW,1446,181,549,190,10.7355,500001
-122.42,40.44,16,NEW,994,185,495,181,2.1875,76400
-122.13,37.72,26,NEW,2862,394,1030,397,7.912,367300
-121.17,37.88,22,NEW,1283,256,3082,239,3.5365,111800
-122.43,37.72,48,NEW,1289,280,782,235,3.6719,259800
-118.22,33.91,27,NEW,500,159,732,162,2.7426,103100
-121.17,37.97,28,NEW,1374,248,769,229,3.6389,130400
-122.27,37.86,52,OLD,2307,583,1127,548,1.8447,198200
-119.19,36.14,41,NEW,759,140,408,129,3.9,85900
-122.41,37.6,31,NEW,4424,834,1915,817,4.1364,412000
-116.83,32.81,18,NEW,2367,402,1021,395,4.8125,210500
-119.34,36.33,17,NEW,2250,430,1218,468,4.1812,93700
-123.22,39.16,29,NEW,6121,1222,3595,1189,2.631,109600
-121.92,37.72,22,NEW,4638,716,2302,687,5.347,219500
-116.57,33.76,25,NEW,2616,547,581,343,3.1364,301600
-118.17,34.18,44,NEW,1401,246,607,271,2.8472,218800
-117.2,32.8,36,NEW,4018,1067,1620,842,2.3599,168400
-117.58,34.09,27,NEW,754,200,746,185,1.9531,100800
-118.24,33.96,34,NEW,1724,432,1876,416,2.1078,100600
-122.24,40.18,39,NEW,2191,493,1307,499,1.6483,60800
-119.69,36.82,15,NEW,3303,512,1687,505,4.81,93600
-121.69,36.62,19,NEW,1907,323,681,270,6.0332,244900
-119.28,36.35,7,NEW,3598,701,2080,678,3.1111,72400
-117.99,33.81,46,NEW,38,8,66,14,4.1667,162500
-117.65,35,36,NEW,1184,316,672,241,1.9107,39800
-118.15,34.02,43,NEW,2172,605,2386,597,2.8239,150600
-122.43,37.73,52,OLD,1583,347,935,341,4.6786,263200
-117.04,32.73,36,NEW,2084,400,1097,398,3.2717,130700
-118.08,34.14,45,NEW,2923,604,1903,560,3.1729,218700
-121.07,39.2,45,NEW,204,62,133,51,1,90600
-117.12,32.66,52,OLD,16,4,8,3,1.125,60000
-118.13,34.13,39,NEW,2099,397,1500,380,4.8304,493200
-122.22,37.88,20,NEW,95,13,31,15,2.4444,475000
-122.52,37.93,34,NEW,2782,502,1219,507,5.0779,333900
-122.09,37.63,36,NEW,1570,274,992,249,5.3644,168800
-117.97,33.82,26,NEW,4013,985,2442,922,3.7655,197700
-118.28,34.05,41,NEW,1075,597,2260,614,1.3,162500
-118.39,33.79,30,NEW,4402,563,1582,551,10.898,500001
-122.4,37.58,26,NEW,3281,531,1145,480,6.358,500001
-118.26,34.06,42,NEW,2541,1282,3974,1189,1.5854,87500
-122.16,37.48,36,NEW,2238,479,1949,457,2.3769,157300
-117.43,34.11,17,NEW,4109,884,2544,780,2.7757,109800
-118.28,33.93,42,NEW,1898,460,1503,429,2.5179,97400
-118.37,33.95,5,NEW,6955,2062,3591,1566,3.111,247600
-121.49,38.56,52,OLD,1777,368,624,350,3.6729,137800
-121.8,38.55,11,NEW,5121,899,2258,901,4.7168,223200
-122.19,39.92,20,NEW,2563,658,1363,611,1.023,54200
-118.01,33.84,29,NEW,3740,691,1724,638,3.9628,215600
-118.31,33.96,48,NEW,2015,356,1020,338,4.0625,138700
-121.06,39.22,52,OLD,1749,422,837,391,2.325,109700
-121.35,38.61,27,NEW,3900,776,1549,761,2.7788,115700
-118.31,33.99,48,NEW,2235,433,1363,433,1.6559,101400
-121.93,37.27,28,NEW,3428,753,1753,729,4.1033,281000
-117.31,33.17,7,NEW,2349,312,809,282,5.552,283900
-120.89,37.48,27,NEW,1118,195,647,209,2.9135,159400
-119.47,35.14,19,NEW,4190,690,1973,702,3.9929,88300
-118.41,34.18,35,NEW,1975,384,882,406,4.375,291700
-119.81,36.7,52,OLD,314,57,178,66,1.2404,52500
-117.08,33.16,11,NEW,6341,1030,2697,977,4.8554,206700
-119.27,35.87,12,NEW,972,269,1134,286,1.63,49500
-122.31,40.75,18,NEW,1411,330,494,227,1.4911,75800
-117.2,33.29,12,NEW,6358,1182,2778,1020,4.0357,295900
-118.43,34.26,43,NEW,729,172,935,174,2.9519,140900
-121.52,39.51,30,NEW,3085,610,1688,575,2.334,72200
-118.77,34.27,7,NEW,3074,794,1816,654,2.7137,196400
-124.1,40.95,17,NEW,1485,345,823,316,1.8993,78400
-117.15,32.8,27,NEW,1937,537,1211,482,2.75,87500
-118.37,34.16,11,NEW,2901,871,1659,789,3.1106,209400
-122.5,37.74,44,NEW,2792,615,1640,579,4.0625,272800
-120.92,39.56,48,NEW,1276,292,358,145,1.875,66600
-122.47,38.51,25,NEW,928,195,413,184,3.4904,196900
-117.89,33.61,41,NEW,1790,361,540,284,6.0247,500001
-121.35,38.4,11,NEW,2322,459,1373,424,3.175,94400
-117.92,34.12,32,NEW,2552,576,2161,548,2.9459,144400
-118.31,33.8,30,NEW,3096,757,2048,704,3.125,233300
-120.35,37.04,37,NEW,1495,292,858,275,2.9306,46300
-122,37.31,28,NEW,3811,585,1795,581,7.8383,372700
-118.01,33.95,37,NEW,1165,210,627,221,4.6923,181000
-118.07,34.09,40,NEW,1745,370,1293,357,2.5474,198100
-117.5,33.92,28,NEW,2101,337,1061,348,4.55,146800
-123.74,40.66,25,NEW,2395,431,983,375,3.0469,136000
-122.03,37.91,29,NEW,5438,871,2310,890,5.0362,275300
-118.91,34.22,15,NEW,5644,757,2659,783,6.7559,312000
-117.96,34.14,9,NEW,907,207,619,194,3.9464,179600
-121.8,38.01,46,NEW,2273,495,1088,447,2.2532,109400
-122.29,37.53,35,NEW,2043,511,1089,504,3.0278,310600
-122.14,37.67,34,NEW,3036,533,1366,500,4.2386,192300
-117.85,33.79,52,OLD,2102,403,898,365,3.6827,236800
-122.1,37.65,31,NEW,1797,327,796,319,4.4427,204500
-122.12,37.91,34,NEW,5683,755,1962,723,8.3678,455300
-119.29,36.32,27,NEW,1513,374,839,350,1.2012,64600
-117.4,34.01,25,NEW,1858,366,1311,331,2.7083,87800
-117.06,32.77,32,NEW,3888,827,3868,841,3.0755,166800
-118.3,34.25,44,NEW,1442,285,859,292,4.5833,197300
-122.23,40.15,14,NEW,2297,573,1637,551,1.787,51600
-117.91,33.82,32,NEW,2696,640,2330,626,2.9479,184600
-122.53,37.97,44,NEW,3595,953,1831,910,2.6036,287500
-121.79,37,28,NEW,2715,451,1154,386,4.8021,290400
-118.46,33.99,44,NEW,1122,287,531,256,4.0598,335900
-118.03,33.97,32,NEW,2468,552,1190,479,3.8275,238500
-122.32,38,32,NEW,2275,397,1233,418,4.0437,162800
-118.28,34.17,22,NEW,2664,651,1553,629,3.6354,256300
-119.14,36.06,32,NEW,1838,441,1628,425,1.6452,41500
-117.13,34.07,34,NEW,2405,541,1342,514,2.8031,86900
-120.67,35.3,32,NEW,4202,986,2309,956,2.2165,231700
-118.06,34.12,34,NEW,2941,558,1660,576,4.5667,271500
-122.39,40.57,38,NEW,855,172,468,150,1.4091,84400
-118.39,33.88,33,NEW,2543,439,1098,416,5.9683,495500
-118.16,34.02,47,NEW,1055,298,1303,302,2.6964,138800
-122.58,37.98,52,OLD,1180,216,467,197,4.9615,292200
-118.02,33.92,35,NEW,2075,424,1312,396,3.7969,164800
-119.7,34.4,25,NEW,1858,493,865,460,3.0938,312500
-122.68,38.43,29,NEW,488,63,161,62,6.0774,334400
-121.35,38.59,29,NEW,1285,193,460,206,5.3243,265700
-121.98,37.27,25,NEW,3075,564,1633,543,5.2528,269400
-118.08,34.58,5,NEW,1113,186,631,168,4.1719,146600
-118.25,34.06,20,NEW,41,17,87,25,1.5491,225000
-122.25,37.82,26,NEW,3959,1196,1749,1217,3.0233,255000
-119.05,34.35,39,NEW,950,300,1366,312,2.2443,146600
-117.54,33.76,5,NEW,5846,1035,3258,1001,4.7965,160800
-118.21,33.88,31,NEW,1332,417,1405,363,2.0125,143000
-117.2,32.79,29,NEW,1213,228,654,246,4.5987,255600
-120.96,37.59,11,NEW,4236,879,2410,850,2.3849,122000
-118.24,34.01,48,NEW,396,99,485,110,2.375,107500
-118.27,34,43,NEW,1638,434,1213,390,1.3403,110800
-122.25,37.89,41,NEW,1125,195,356,181,6.1593,344000
-117.3,34.09,40,NEW,1051,244,745,243,2.1842,75200
-120.91,37.74,19,NEW,1690,327,855,296,3.25,176700
-122.16,38.9,33,NEW,1221,236,488,199,3.7574,92700
-118.31,33.89,35,NEW,2144,423,1192,417,4.1458,231500
-118.18,34.02,43,NEW,887,219,965,217,2.625,133900
-117.97,33.75,32,NEW,1564,270,973,290,3.75,190400
-117.95,35.08,1,NEW,83,15,32,15,4.875,141700
-118.03,33.91,35,NEW,2323,406,1741,398,4.2437,164100
-118.38,33.97,43,NEW,2715,458,1151,434,7.4897,362600
-119.82,36.72,25,NEW,2581,528,1642,509,1.6435,52600
-122.06,37.68,30,NEW,5367,1207,2667,1047,3.1796,170300
-122.41,40.55,19,NEW,3753,761,1952,738,3.0954,86500
-117.88,33.72,36,NEW,1910,352,1593,329,3.89,170000
-120.8,38.31,37,NEW,1341,256,533,242,3.2135,123600
-118.1,34.17,48,NEW,1111,229,421,202,3.2813,268100
-118.09,34.12,38,NEW,1713,285,779,286,5.6152,359900
-118.31,34.06,47,NEW,3038,1533,4225,1472,1.6725,187500
-118.02,33.8,16,NEW,2956,393,1379,429,8.4952,359600
-121.94,37.28,18,NEW,4356,1334,1968,1245,3.6294,240000
-117.95,34.08,37,NEW,1137,203,672,226,3.2969,189000
-118.15,33.94,36,NEW,1948,341,992,363,4.2594,242400
-121.81,37.99,22,NEW,2331,359,1086,340,5.1435,150800
-121.81,38.58,17,NEW,1964,314,808,286,5.9629,286000
